Id,comment_text,topic,conspiracy
645,La sintesi proteica in eccesso per creare anticorpi COVID favorisce chi mangia piú carne ed é piú ricco ma indebolisce il povero,Covid,0
646,"Dott. Giuseppe Di Bella: i nostri nuovi risultati scientifici ufficiali sono censurati da Big Pharma! Il coronavirus è un'arma batteriologica, una chimera creata in laboratorio! I laboratori in Ucraina sfruttano uccelli migratori per diffondere il virus su specifici Paesi!!! Le cure efficaci contro il covid-19!!!",Covid,0
647,"❗️**SUA: le compagnie aeree fanno pressioni sul presidente Biden per ritirare il l'obbligo museruola negli aerei**.
**
E gli europei che cazzo aspettano**?


",Covid,0
648,"Tic toc tic toc... Gli esperti di giustizia della CDU/CSU chiedono nuove perquisizioni per il cancelliere Olaf Scholz (64 anni, SPD)

Il motivo è l'affare Warburg, che riguarda le donazioni del partito alla SPD e i milioni di soldi delle tasse regalati durante il suo mandato di sindaco di Amburgo.

I procuratori di Colonia hanno notato nei fascicoli che ci sono indicazioni di ""cancellazioni mirate"" di voci del calendario nel complesso Warburg.

Finora è stata cercata solo la casella di posta elettronica ufficiale del sindaco Scholz. La vicepresidente del gruppo parlamentare CDU/CSU Andrea Lindholz (51, CSU): ""Scholz deve ora rivelare agli inquirenti anche la sua corrispondenza privata via e-mail"".

Il caso riguarda gli anni dal 2014 in poi in cui lo Stato di Amburgo si è astenuto dal riscuotere 47 milioni di euro di tasse dalla Warburg Bank. I messaggi WhatsApp, i messaggi di testo e le e-mail private saranno oggetto di indagine. Banchieri, avvocati e investitori hanno frodato allo Stato tedesco miliardi di euro con trucchi fiscali e operazioni azionarie dal 2001 al 2016. In queste cosiddette transazioni Cum-Ex, sono state rimborsate due volte imposte che erano state pagate una sola volta.

Era coinvolta anche la banca Warburg di Amburgo. Si sta indagando sul ruolo svolto dall'allora sindaco Olaf Scholz. ",Qanon,1
649,Quindi.. per chi non ha capito.. Google Heart ci mostra un globo pero' misura in linea retta... Mentre le foto dei satelliti ci mostrano foto di una terra piatta....,Terra Piatta,3
650,"Tra le tante iniziative, organizzate ma improvvisate, segnalo questa di Cesena.
Tutte le piazze dovrebbero fare allo stesso modo una protesta, davanti alle Coop e soprattutto ai Conad (fervidi sostenitori ed attuatori delle politiche governative del lasciapassare e dei vaccini, posto ove evitare di spendere soldi), davanti agli uffici pubblici ecc, e magari con orari non da ""post pisolino"".

🇮🇹 ",Covid,0
651,"🙄
""Draghi sta mettendo in sicurezza il paese: chi ci crede o è un demente, od un cerebroleso""

🇮🇹 ",Qanon,1
652,"Londra mobilitata pacificamente per la Libertà, in contrapposizione al nostro torpore ed alla totale censura di quel poco che succede (vedi Firenze sopra).",Covid,0
653,"Questi sono i REPUBBLICANI da tenere in considerazione perché stanno REALMENTE combattendo il sistema 

",Qanon,1
654,"❗️**E L'ITALIA COSA ASPETTA A TOGLIERE LA MUSERUOLA?

👍Le compagnie aeree con sede nel Regno Unito hanno annunciato la modifica della dichiarazione rilasciata dall'aeroporto di Heathrow di Londra, che questa settimana rimuoverà anche l'obbligo della maschera.

 Heathrow, BA e Virgin Atlantic affermano di seguire le linee guida del governo per l'Inghilterra e l'Irlanda del Nord, dove l'obbligo legale di indossare una copertura per il viso sui trasporti pubblici e negli spazi interni è stato rimosso.

****",Covid,0
655,"In Austria fuga dal vaccino anche a costo di grandi sacrifici.

🇮🇹 ",Covid,0
656,"**GOOGLE HA TRUCCATO LE ELEZIONI DEL 2020**

L'ingegnere senior di Google, Zach Vorhies, ha fatto trapelare 950 pagine di documenti interni che dimostrano che Google ha utilizzato algoritmi di censura, lista nera e apprendimento automatico per truccare le elezioni del 2020.

Nell'agosto del 2019, l'ingegnere senior di Google, Zachary Vorhies, ha fatto trapelare 950 pagine di documenti interni che forniscono prove dell'uso da parte di Google di elenchi neri, censura e algoritmi di apprendimento automatico per truccare le elezioni del 2020. Questa particolare lista nera mostra centinaia di siti web conservatori che sono stati censurati sui risultati di ricerca di notizie di Android. C'è un evidente pregiudizio politico.

More🔻


",Qanon,1
657,"Morti misteriose di scienziati: la lista si allunga

🇮🇹 ",Covid,0
658,"Non conosco le situazioni economiche o famigliari degli estranei per poterli giudicare. Di certo se 60.000.000 si fossero fermati tutti insieme, allora sí che non sarebbe durata un giorno. Per me gli unici traditori sono i vaccinati con pedigreen pass. Ora tutti positivi. I coglioni.",Covid,0
659,"COMINCIANO AD ESSERE IN MOLTI A RITENERE CHE LA PROTEINA SPIKE INIETTATA SIA UN GRANDE PROBLEMA, OVVERO LA CAUSA DELLE REAZIONI AVVERSE PIU' O MENO GRAVI, MA SOPRATTUTTO CHE NON CI SE NE POSSA PIU' LIBERARE, MA ANZI SI PUO' SOLO TRASMETTERE....
Scusate la maiuscola... ma che gli ""scienziati"" accreditati non ne parlino, lascia solo intendere che non ammetteranno mai di poter aver sbagliato, magari anche in buona fede. Solo dei creduloni idioti non si pongono mai i problemi ed ostentano la massima sicurezza. Ne avete mai visti in TV?",Covid,0
660,"😱😡🤯



❗️AVANTI TUTTA FINCHÉ LA DITTATURA NON SARÀ DISTRUTTA

↪️CONDIVIDI

---------------
",Qanon,1
661,"Trump ha appena detto che alcune cose molto importanti devono accadere presto per il nostro Paese perché ""**una volta superato il precipizio** non sarà più salvabile"" 



",Qanon,1
662,"OTTIME NOTIZIE!!! Parte il risveglio dei popoli: USA, dati ufficiali, solo il 30% ha fatto la terza dose!!! Il 70% non crede più alle menzogne di Biden, del mainstream e di Big Pharma. Sta fallendo il piano del WEF?!!",Covid,0
663,"Si presumeva, ma arriva la conferma ufficiosa da parte di Trump, che ha detto senza mezzi termini che  i documenti presi nel raid a Mar-a-Lago riguardino il Russiagate. Trump ha ammesso di averli tenuti sotto il privilegio presidenziale (come ha fatto Obama), per evitare che venissero fatti sparire dal deep state, testualmente secondo quanto dichiarato a Newsmax. rump ha affermato che i documenti in questione ""smascherano un complotto Deep State"" contro di lui. Questo è il motivo per cui li ha declassificati e ha preso i documenti per protezione. Secondo quanto riferito, ci sono ""11 set di documenti"" ai quali l'FBI era interessata. E forse, non si tratta solo di Russiagate. ",Qanon,1
664,"E poi i ""cattivi"" sono i free vax. 
i no vax non esistono!

🇮🇹 ",Covid,0
665,Satellite catturato da una Nikon P900  (come la mia)... ma piu che un satellite a me sembra un'altra cosa....,Terra Piatta,3
666,"📎 [IJVTPR • 22/05/22](

📄 ""__All Cause Mortality and COVID-19 Injections [...]""
🇮🇹 ""Mortalità per tutte le cause e iniezioni COVID-19: prove da 28 settimane di ""Rapporti di sorveglianza sui vaccini COVID-19"" della salute pubblica in Inghilterra__""

📝 ""Guardando ai dati sperimentali sulle iniezioni COVID, emerge che **questi “vaccini” non sono né sicuri né efficaci**. Ad esempio, sull'efficacia delle iniezioni di richiamo, la pubblicazione del servizio sanitario britannico intitolata ""[Rapporto di sorveglianza del vaccino COVID-19 settimana 42]( a pagina 23, afferma:
""__…. recenti osservazioni dai dati di sorveglianza dell'Agenzia per la sicurezza sanitaria del Regno Unito (UKHSA) hanno riportato che i livelli di anticorpi N [cioè naturali anziché S, spike] sembrano essere inferiori nelle persone che contraggono l'infezione dopo 2 dosi di vaccinazione.__""

📝 ""Allo stesso modo, [uno studio di Pfizer pubblicato su Lancet da Tartof et al. (2021]( ha riportato [...]:
""__L'efficacia del vaccino contro le infezioni per i comple vaccinati è diminuita con l'aumentare del tempo dalla vaccinazione, diminuendo dall'88% durante il primo mese dopo la vaccinazione completa al 47% dopo 5 mesi (157 giorni dopo seconda dose).__""

📝 ""[Un altro studio recen pubblicato da Cohn et al. (2022)]( suggerisce che le iniezioni stiano interferendo con la capacità innata del corpo di produrre anticorpi contro il virus dopo un'infezione da SARS-CoV-2. [...]""

❗️""**È già evidente che vaccini imperfetti**, che perdono [d'efficacia, ndt], non sterilizzanti e non neutralizzanti (ipoteticamente perfetti solo in teoria), che possono ridurre i sintomi ma non fermare l'infezione o la trasmissione, **possano cer creare condizioni che possono rendere più grave la malattia** ([Seneff e Nigh, 2021]( È d'obbligo che chi li pratica rimanga vigile sui problemi che derivano dalle sostanze sperimentali, indipenden dalla propaganda pervasiva che afferma che essenzialmente tutti i ""vaccini"" sono ""sicuri ed efficaci"". **L'evidenza mostra che alcuni ""vaccini"" possono rendere una ""persona vaccinata"" più vulnerabile alle malattie anziché meno vulnerabile**.""

‼️ ""Se i rapporti del [Vaccine Adverse Event Reporting System (VAERS)]( sono affidabili come sembrano, **le iniezioni C-19 sono di gran lunga le più pericolose mai prodotte nella storia della vaccinologia **[...] [(Seneff et al., 2022)](

❓""In modo deludente, dopo che sono state somministrate miliardi di iniezioni, secondo [Mitropoulos (2022)]( “__Una percentuale crescente di decessi per COVID-19 si sta verificando tra i vaccinati. . __.”. Tuttavia la narrativa pubblica torna al punto di partenza: la soluzione ai decessi avvenuti dall'inizio dell'era del COVID-19 è vaccinare, vaccinare, vaccinare. [...] **Ma come possono i richiami migliorare le cose se coloro che ottengono più di una dose stanno effettivamente diventando più vulnerabili al COVID-19? E infine è più probabile che muoiano?** Perché le persone con richiami, secondo l'Agenzia per la sicurezza sanitaria del Regno Unito, hanno effettivamente meno anticorpi contro la malattia e non di più?""

⁉️ ""**E se le iniezioni genetiche C-19 stessero effettivamente causando, non solo la produzione della proteina spike del SARS-CoV-2, ma stessero causando malattie e morte?** Qualcosa sta uccidendo molte persone che sono già state vaccinate una o più volte. Nel frattempo, le persone non vaccinate,  secondo i dati di milioni di persone nel Regno Unito, muoiono in numero  molto inferiore.""

⚠️ ""Dati i risultati di [Aldén et al.  (2022)]( [Liu (2021)]( e [Seneff et al.  (2022)]( - prove crescenti che le stesse iniezioni C-19 non solo creano ulteriori disturbi e condizioni patologiche che possono essere debilitanti nel giro di poche settimane e persino fatali, alcune delle quali compaiono improvvisamente come convulsioni anafilattiche o forme di morte improvvisa in persone perfet sane [(Heilman, 2022)]( - **non dovremmo pensare alla possibilità che i numeri scioccanti di danneggiati e decessi segnalati al VAERS siano davvero causati dalle iniezioni C-19?**""

📚 **",Covid,0
667,"🗞 La Verità • 28 AGOSTO 2022

📃 ""__**MIRACOLO ALL’ISS: 79 MORTI RESUSCITATI**
Nel report del 17 agosto, le vittime dal 2020 nella fascia 20-29 anni erano 131. Nell’ultimo, 52. Il calo forse è dovuto a errori delle Regioni, ma i dati esatti sui decessi restano ignoti__""

📚 **",Covid,0
668,Paradossalmente chi in parlamento è contro la dittatura covid è anche a favore della “denazificazione” dell’Ucraina,Covid,0
669,"05/10/21]( [Letter to the Editor]

📄__ ""A novel adverse effect of the BNT162b2 mRNA vaccine [...]""
🇮🇹 ""Un nuovo effetto avverso del vaccino mRNA BNT162b2 [Pfizer-BioNTech]: primo episodio di mania acuta con caratteristiche psicotiche""__

📊 ""Un vaccino contro il SARS-CoV2 [...] è stato sviluppato utilizzando per la prima volta la tecnologia ad mRNA. Sebbene gli effetti collaterali a breve e lungo termine del vaccino fossero sconosciuti, l'autorizzazione all'uso emergenziale è stata concesso dalla FDA nel Dicembre 2020."" 
📊 ""Qui descriviamo due pazienti che mostrano il primo episodio di [mania acuta con caratteristiche psicotiche]( un giorno dopo la somministrazione del vaccino mRNA BNT162b2.""

⚠️ ""Il vaccino mRNA BNT162b2, che è molto importante per porre fine alla pandemia, potrebbe tuttavia avere effetti collaterali rari ma gravi. I gruppi a rischio dovrebbero quindi essere determinati con attenzione.""

📚 **",Covid,0
670,"SCOOP! COMMISSIONE UE propone lo ""STRUMENTO DI EMERGENZA DEL MERCATO UNICO!"", che a sua discrezione deciderà cosa e quanto devono produrre le aziende private! E' Great Reset e dittatura di stampo cinese! Va fermato!!!

",Qanon,1
671,"Ecco cosa succedeva in Slovenia prima che la loro brava Corte Costituzionale bloccasse il green pass.
Le manifestazioni servono?


🇮🇹 ",Covid,0
672,"**Dott. Montanari: ""Un perfetto fallito, presuntuoso, privo di morale ed assatanato di denaro, viene trasformato in scienziato, che a quel punto firma studi utili agli obiettivi di comodo""

**Vi siete sempre chiesti come mai ci siano in giro ""studi"", ""ricerche"", ufficiali  e al tempo stesso ridicole? 
Casualmente, però, queste hanno un unico comune denominatore: sono utili al raggiungimento degli obiettivi dell'élite.

Ebbene, il Dott. Montanari illustra i meccanismi sul come fare diventare un perfetto idiota, un grande scienziato. Questi, apporrà la propria firma, a qualsiasi ricerca utile all'agenda dei soliti sospetti.

🔗[ ",Covid,0
673,"Il ministro della Salute tedesco Karl Lauterbach, che è stato sottoposto a vaccinazione quadrupla e un forte sostenitore delle mascherine, è risultato positivo al test per il COVID-19.                                                                   ",Covid,0
674,"Intervista-documentario basata su fonti scientifiche, dott. Mastrangelo: non c'è alcuna pandemia lo dicono i numeri reali globali!!!! Gli asintomatici non possono contagiare!!! Siamo già immunizzati tramite le cellule di memoria!!! E tante altre verità occultate dalle lobby di potere!! PARTE 2",Covid,0
675,Praticamente l immunità di gregge serve per permettere di inserire dei limiti. La Puglia è la regione più vaccinata quindi più pecore ci sono più obbedienza,Covid,0
676,Pensate che sono 59 anni che per lavorare in Italia è obbligatorio essere vaccinati 😅,Covid,0
677,"Drammatica denuncia di un'operatrice sanitaria vaccinata con 3 dosi: ""Ho chiamato la DIGOS!! Stanno uccidendo dei bambini!!! È in corso una dittatura!!!! Chiamate dei veri medici che non mentono!!! Draghi, Speranza e Patuanelli vergognatevi!!! È un CRIMINE CONTRO L'UMANITÀ!!!"" Gli esseri umani iniziano a parlare!!! Imitatela e salvatevi l'anima!!!!",Covid,0
678,Draghi vi vuole bene e vi farà fallire. Le multinazionali prenderanno tutto,Qanon,1
679,"‼️ DIFFERENZA TRA SANGUE VACCINATO E NON VACCINATO‼ ️
⚠️Globuli rossi aggregati e grafene nei vaccinati.⚠️
Test eseguito a Mantova dal Dr. Franco Giovannini
Video tratto da “Il Diritto di Scelta” - Savigliano - 17/5/2022
QUI il video completo➡️


",Covid,0
680,"Fauci ""ha ingannato il Congresso"" sulla ricerca gain-of-function, ma ""è stato protetto dall'amministrazione Biden""; lo dice l'ex capo del CDC                                                                                                              ",Covid,0
681,"VERITA' SCONVOLGENTI! DOTT.SSA JUDY MIKOVITS: in tutti i vaccini c'è il glifosato cancerogeno, ecco perchè l'esplosione di casi di cancro! I sieri covid causano 1 morto ogni 482 persone entro 1 mese!!! Sono armi biologiche progettate per modificare il DNA e causare il cancro! Così si può purificare il corpo dai veleni del siero covid...! 

",Covid,0
682,"**⚡Parità di genere e la Guerra

Le femmine vogliono la parità di genere solo quando conviene a loro.

Se c'è una guerra, la parità la scordano e lasciano i loro uomini a morire sotto le bombe e mentre le femmine scappano per salvare solo se stesse, per poi farsi penetrare dagli invasori che hanno ucciso i loro uomini.

Se c'è da morire si muore tutti insieme, non che le femmine le mandiamo all'estero e i maschi non li lasciamo uscire dal paese per morire sotto le bombe.

Anche le femmine possono contribuire a fermare gli invasori, in migliaia di modi, non solo i maschi oltre i 18 anni.

🤦‍♂😳 Rifugio in Ucraina: ""Abbiamo poco cibo e prima lo diamo ai bambini, alle donne, agli anziani e poi se avanza qualcosa anche agli uomini""

Per gli uomini che dovrebbero salvare tutti gli altri e fermare gli invasori, portare cibo ecc, per loro il cibo arriva dopo gli altri e solo se rimane qualcosa!

❗️ASSURDO E DA IMBECILLI

È come fare una cosa senza i muri portanti e senza fondamenta!

In tutte le costruzioni europee c'è scritto che non si può discriminare per sesso però questo viene inteso solo a favore delle femmine, 

se c'è da discriminare gli uomini e mandarli a morire sotto le bombe e salvare le femmine all'estero, allora la discriminazione di sesso non vale più.

Per l'ennesima volta si è dimostrata tutta l'ipocrisia femminista e la loro falsità.**",Qanon,1
683,Prof. Stefano Scoglio: vi spiego perché il covid non esiste,Covid,0
684,"Studenti universitari che protestano contro il green pass, cacciando via gli a genti della DIGOS dal corteo
⚠️FUORI LA DIGOS DAL CORTEO!

🇮🇹 ",Covid,0
685,"E' GENOCIDIO PROGRAMMATO! DATI UFFICIALI! Solo il 4-5% dei sieri covid è al letale nel breve periodo! E sono distribuiti in massa solo verso alcuni Paesi! E' in corso una depopolazione selettiva! Tutti devono essere avvisati!

",Covid,0
686,"**❗️Ecco come vengono creati i soldi dal nulla da parte delle banche commerciali, nel sistema economico capitalista.

Circa il 95% dei soldi in circolazione sono creati dalle banche commerciali mentre danno crediti/debiti.

E se tutti i soldi fossero solo digitali allora tutti i soldi devono restare nel circuito bancario perché non potresti andare in banca e dire che ti porti a casa tutti i tuoi soldi, potresti solo trasferirle a un'altra banca e basta.

****",Qanon,1
687,Questo video in pochi secondi espone la NATO e i suoi galoppini dell'informazione,Russia,2
688,"Grazie a un video che un membro del mio gruppo ha postato, abbiamo un'altra prova dell'esistenza della cupola.",Terra Piatta,3
689,"Se si leggono i particolari trapelati della perquisizione dell'FBI a Mar-a-Lago, ci si rende conto dell'atto intimidatorio portato avanti. Ore e ore nell'ufficio di Trump e pare anche nel guardaroba di Melania... eppure avevano un mandato che si concentrava esclusivamente sui documenti presidenziali e sulle prove di informazioni riservate lì archiviate. Me lo vedo Trump nasconderli nella biancheria di Melania... eh già.  
",Qanon,1
690,"**IDENTITÀ DIGITALE, L’UE VERSO IL CONTROLLO CON RICONOSCIMENTO FACCIALE**

I sostenitori dei diritti digitali **accusano l'UE** di lavorare per creare la più grande infrastruttura di sorveglianza biometrica del mondo, grazie a una proposta nota come** ""Prüm II""**.
Il trattato intende rafforzare la cooperazione transfrontaliera nella lotta alla criminalità e al terrorismo. Finora, concre le parti del trattato hanno raccolto, elaborato e condiviso dati come** impronte digitali, DNA, informazioni sui proprietari di veicoli e simili**. Ma in questi anni ""Prüm II"" vuole ampliare questa cooperazione apportando un'aggiunta significativa: **i dati sul riconoscimento facciale. **

➡️**__ **__**__",Qanon,1
691,"❗️**PER NON DIMENTICARE

❗️Una immagine che da sola spiega tutta la truffa pandemica.

ECCO IL LORO PIANO PER USCIRE DALLA TRUFFA PANDEMICA.

❗️Con la ""parità di genere"" si distrugge tutti i virus**.

↪️CONDIVIDI

---------------
",Covid,0
692,"Bene.. tornando a questo esperimento.. del terrapiattista pentito..  gli ho chiesto, che se veramente e' vero quello che ha dichiarato nel video.. deve rifare l'esperimento quello con il laser a 2.7km  pero' immergere il nastro.. se lo colpira' con il suo laser , ok.. avra' ragione lui. dato che mettera' nelle stesse condizioni..  l'esperimento fatto con la pietra nella bacinella.",Terra Piatta,3
693,"E non solo immunità, ma anche impunità di gregge: per sè per chi vogliono loro, medici, società farmaceutiche....",Covid,0
694,"24/03/22]( [Case report]

📄 __""Oral erythema multiforme [...]""
🇮🇹 ""Eritema orale multiforme dopo vaccinazione COVID-19 Pfizer-BioNTech: un report di quattro casi""__

📊 ""Riportiamo 4 casi di riacutizzazione dell'eritema orale multiforme che si sono verificati dopo la somministrazione del vaccino BNT162b2 [Pfizer-BioNTech]. Tutti i pazienti hanno negato una precedente storia di manifestazioni simil-eritema ed erpetiche. Due dei casi riportati (...) presentavano lesioni sia orali che cutanee, mentre [gli altri] mostravano solo manifestazioni orali.""

❗️""Le presenti relazioni rappresentano alcuni dei pochi casi di eritema multiforme che si verificano come effetto collaterale del vaccino BNT162b2 COVID-19. Il ruolo causale del vaccino per l'eritema multiforme non è stato ancora dimostrato; tuttavia non è raro che i farmaci scatenino questa malattia. **Il vaccino potrebbe far emergere un'infezione dal virus dell'herpes silente, che invece indurrebbe l'eritema multiforme**.""

📚 **",Covid,0
695,"Questa notizia è uno spartiacque di fondamentale importanza. Il giudice uruguaiano Alejandro Recarey ha ordinato al ministero della Salute dell'Uruguay e alla Pfizer di mostrare tutta la documentazione relativa ai sieri sperimentali. Recarey vuole vedere i contratti di acquisto e le condizioni stipulate ma soprattutto vuole capire cosa c'è dentro quei sieri. Il giudice ha esplici scritto nel suo ordine esecutivo che è necessario accertarsi della ""possibile presenza del grafene e di nanotecnologie"" nei sieri. È probabilmente la prima volta in assoluto nella quale un magistrato vuole fare luce sulla questione del grafene nei sieri. 

Non è escluso che il giudice Recarey ordini delle analisi indipendenti dei vaccini per accertarsi se contengano questa sostanza tossica per il nostro sistema immunitario. Se il magistrato uruguaiano stabilirà che c'è grafene nei sieri, si sarà creato il precedente giurisprudenziale a livello internazionale che può innescare l'effetto domino. La Pfizer potrà essere denunciata per truffa e attentato alla salute pubblica così come i governi che hanno autorizzato la distribuzione di questi sieri e mentito alla popolazione sulla loro sicurezza. È una potenziale bomba atomica messa sotto le fondamenta del cartello farmaceutico. Ad avere in mano il telecomando per farla saltare è il giudice uruguaiano Alejandro Recarey.
",Covid,0
696,"**❗️GLI OLIGARCHI NON HANNO MAI VOLUTO BENE AI LORO SCHIAVI E MAI LO FARANNO, SE NO NON SAREBBERO OLIGARCHI.**",Qanon,1
697,"Beh Cesare, il Mossad è SOLO UNO dei bracci armati del DEEP STATE ovvero UNO dei componenti dello SHADOW GOVERNAMENT

",Qanon,1
698,"Tanti covidioti erano a Genova.
Questo è tragico.
Si sono fottuti il cervello!!!!
Gente che era alla Diaz e ora è covidiota!!!! 
😱😱😱😱😱😱😱😱😱",Covid,0
699,"Maledetti.....
Non hanno altro modo?
Curate e basta!
Pusillanimi codardi servi del potere e schiavi di leggi incostituzionali...  
Ribellatevi!

🇮🇹 ",Qanon,1
700,"Devono fallire tutti, spuntavano in faccia a chi manifestava no green pass, hanno accettato il green pass adesso fallite.",Covid,0
701,Ma si nota anche  quella linea azzurra ..piu definita.. infatti la foto è originale e non distorta,Terra Piatta,3
702,"**""2000 Mules""** continua a fare scalpore mentre i membri del **Parlamento europeo** Marcel de Graaff e il dottor Nicolaus Fest hanno discusso di una recente proiezione del film:

DE GRAAFF: ""Il documentario mostra che la frode elettorale ha davvero ribaltato i risultati delle elezioni a favore di Biden.

FEST: ""Hanno chiarito che non c'è modo di dubitare che queste elezioni siano state truccate... è davvero scioccante. Se la principale democrazia occidentale non è infallibile, o la sua elezione non è più infallibile, abbiamo un grosso problema"".



",Qanon,1
703,"[ Ora che tutti voi avete avuto un po' di tempo per assimilare l'ondata iniziale, lasciatemi entrare nel resto dei dettagli sulle diapositive e come si riferisce alla più ampia situazione globale.

 Per prima cosa voglio guardare questa diapositiva tradotta.  L'esercito russo sostiene che questa sia una clinica veterinaria a Mariupol, in Ucraina.  Usati come mezzo per riporre e trasportare ""colture microbiche"", nel senso che stavano CRESCENDO e costringevano i patogeni a riprodursi.

 Se fosse vero, questo avrebbe molto senso sul motivo per cui le forze naziste in Ucraina stavano così dispera cercando di tenersi stretto Mariupol, e perché è stato per un po' di tempo al centro dell'esercito russo.

 L'esercito russo ha parlato specificamente di una struttura veterinaria per mesi, e si scopre che questo è il motivo.

 Dopo che la Russia ha preso Mariupol e raccolto queste informazioni, hanno affermato che l'operazione militare speciale è stata completata e Putin ha organizzato una parata militare celebrativa.

 Tutti voi avete detto di volere una prova e la Russia ve l'ha data.  L'unica domanda è: chi riterrà responsabili gli Stati Uniti ?] 

",Russia,2
704,"Avranno quello che meritano verranno a prendervi....ricordate che siete i nostri vicini di casa e che avete moglie e figli o familiari...non tirate troppo la corda perché si spezza, non siete intoccabili.....e la gente se deve scegliere i propri figli o i vostri sapete già la risposta....dateci un taglio",Qanon,1
705,"❗️🤦‍♂ **In guerra vengono uccisi 1000 uomini e tutto normale, poi una femmina viene stuprata e tutte le femministe a urlare ""STUPRO, STUPRO, SRUPRO, che orrore, intervenire per condannare gli stupratori per crimini di guerra!""**",Qanon,1
706,"IL CANADA CADRÀ?
È uno tsunami inimmaginabile che cresce ora per ora, quello che sta montando contro uno dei paesi più fanatici e oltranzisti nelle discriminazioni, nelle restrizioni e negli obblighi, tanto da oltrepassare i confini della disumanità.
Tanto che il Primo Ministro sembra essere fuggito, con una scusa ridicola, dalla capitale.
Oltre 62 mila truckers accalcano le frontiere senza certificazione e non consegneranno le merci.

[🇮🇹 ",Covid,0
707,"Sarà un gran casino PER TUTTI quelli che per un motivo o per l'altro si sono lasciati avvelenare

",Covid,0
708, Mark Zuckerberg dice a Joe Rogan che Facebook ha censurato algoritmicamente la storia del laptop di Hunter Biden per 7 giorni sulla base di una richiesta generale dell'FBI di limitare la disinformazione elettorale.,Qanon,1
709,"Matteo: un vero combattente.
Cerchiamo tutti di imitarlo.
In meglio od in peggio, non ha importanza: anche io, con questo canale e questa piccola iniziativa cerco di fare qualcosa...
Fatelo anche voi, non lasciatevi scoraggiare o peggio illudere di una vita migliore con il green pass, perchè potrete muovervi, vivere come una volta, divertirvi... il diver finirà presto, quando vi accorgerete i di essere solo dei cani da ammaestrare, o delle pecore da guidare....
Non vi fanno andare al cinema, incazzatevi!
Non vi anno andare a ballare?
incazzatevi!
Non vi anno andare al ristorante?
incazzatevi!
Voglio bene a tutti voi.
Grazie.

🇮🇹 ",Covid,0
710,"Noi non abbiamo mai votato a favore del green pass. Noi ci siamo sempre battuti per la libertà dei cittadini italiani. Siamo sempre noi coloro che da anni difendono appunto gli interessi degli italiani.
Se poi l'Unione Europea può tornare d'aiuto proponendo qualcosa di buono per tutti allora ben venga. Ma se proponesse qualcosa la quale danneggia l'interesse nazionale allora faremo dura battaglia.",Covid,0
711,"21/08/21]( [PRE-PRINT]

📄__ ""Shedding of Infectious SARS-CoV-2 Despite Vaccination""
🇮🇹 ""Diffusione del SARS-CoV-2 nonostante la vaccinazione""__

📊 ""La variante Delta del SARS-CoV-2 può causare elevate cariche virali, è al trasmissibile e contiene mutazioni che conferiscono una fuga immunitaria parziale. [...] le indagini sull'epidemia suggeriscono che le persone vaccinate possono diffondere [la variante] Delta""

⚠️ ""[...] questi risultati indicano che anche le **persone asintomatiche e comple vaccinate possono diffondere il virus infettivo**.""

⚠️ ""[...] questi dati indicano che gli individui **vaccinati e non vaccinati** infettati dalla variante Delta **possono trasmettere l'infezione**.""

📚 **",Covid,0
712,"Dott. Ryan Cole (intervista), SADS, morti improvvise di giovani e strani tumori dovuti al siero covid: la falsa scienza brancola nel buio o fa finta di non capire, ma le cause dell'eccesso di mortalità sono ormai chiare a molti. Fermate il genocidio!",Covid,0
713,"GREEN PASS, informazioni da condividere: Poste, Banche e attività commerciali non ti fanno entrare???! Fai così e distruggi legalmente la loro MATRIX!!!! Proteggiti dalla discriminazione e dalla dittatura!!!!!!",Covid,0
714,"Esclusivo!!!! Vescovi e scienziati accusano Bergoglio e le élite finanziarie: ""è il falso profeta dell'Apocalisse!!!! I sieri covid usati per la distruzione di massa!!! È genocidio!!!! La vaccinazione è possibile solo contro le infezioni stabili!!! Questa terapia genica sperimentale è un crimine contro l'umanità!!!""",Covid,0
715,"L'FBI avrebbe fatto irruzione nella tenuta Mara-Lago di Donald Trump l'8/8/20.

 Trump = 888 ( Gematria inglese semplice)

 Invia un messaggio a Trump all'88022

 Oggi sono esat 880 giorni dopo la dichiarazione della pandemia il 3/11/20.

 Che è stato esat 888 giorni dopo i commenti criptici di Trump ""Calma prima della tempesta"".                                                                                                 ",Qanon,1
716,"Commovente messaggio di un'insegnante sospesa ai suoi alunni e a tutti gli amici di Dentro la Notizia che hanno scelto di vivere da esseri umani liberi, e di non subire il ricatto del siero per lavorare!!!! Un esempio di coraggio da diffondere!!!!",Covid,0
717,"

Testimonial...
Un teatrino: Non saranno state fiale di acqua distillata?
Sapete... in TV tutto fa brodo!
C'è da farsi veire il vomito... Questa sarebbe una risposta alle domande di chi chiede sicurezza?",Covid,0
